ID,Item Code,Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
2591,102900005119975,12.764,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.4,Hongshujian,8.42,Saturday
2592,102900005125808,3.358,12.0,Millet Pepper,1011010504,Capsicum,0.59,Millet Pepper,5.86,Saturday
2593,102900005125815,8.689,12.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.88,Apricot Bao Mushroom (1),5.05,Saturday
2594,102900011000328,3.728,10.0,Luosi Pepper,1011010504,Capsicum,8.78,Luosi Pepper,10.18,Saturday
2595,102900011001806,3.0,5.900000000000001,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.81,Jigu Mushroom (Bunch),12.42,Saturday
2597,102900011008164,8.352,5.0,Naibaicai,1011010101,Flower/Leaf Vegetables,2.6,Naibaicai,15.68,Saturday
2607,106956146480197,7.0,4.9,The White Mushroom (2),1011010801,Edible Mushroom,3.09,The White Mushroom (2),7.3,Saturday
2599,102900011009246,1.703,14.0,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.4,Fresh Black Fungus (1),7.63,Saturday
2600,102900011009970,27.869,8.0,Qinggengsanhua,1010201,Cabbage,4.89,Qinggengsanhua,17.06,Saturday
2601,102900011011546,2.0,4.9,Haixian Mushroom (Bag) (1),1011010801,Edible Mushroom,2.42,Haixian Mushroom (Bag) (1),5.96,Saturday
2602,102900011013274,3.0,7.900000000000001,The White Mushroom (Bag),1011010801,Edible Mushroom,,The White Mushroom (Bag),6.57,Saturday
2603,102900011016909,1.94,14.0,Hua Eggplant,1011010501,Solanum,10.17,Hua Eggplant,6.98,Saturday
2604,102900051000463,6.428,-8.0,Round Eggplant (2),1011010501,Solanum,5.25,Round Eggplant (2),6.71,Saturday
2605,102900051004294,5.667,8.6,Green Line Pepper,1011010504,Capsicum,5.45,Green Line Pepper,7.8,Saturday
2606,102900051010455,41.832,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.4,Huangbaicai (2),15.61,Saturday
2588,102900005118831,16.0,6.9,Wawacai,1011010101,Flower/Leaf Vegetables,4.04,Wawacai,2.48,Saturday
2598,102900011008522,26.808,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.56,Sweet Chinese Cabbage,9.43,Saturday
2587,102900005118824,1.745,12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.04,High Melon (1),29.25,Saturday
2586,102900005117209,1.239,16.0,7 Colour Pepper (1),1011010504,Capsicum,7.87,7 Colour Pepper (1),15.98,Saturday
2585,102900005117056,81.69,6.0,Paopaojiao (Jingpin),1011010504,Capsicum,4.78,Paopaojiao (Jingpin),7.08,Saturday
2566,102900005115779,27.428,8.6,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.33,Yunnan Shengcai,15.25,Saturday
2567,102900005115786,4.966,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.61,Zhuyecai,13.62,Saturday
2568,102900005115793,7.105,19.8,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.06,Chinese Cabbage,7.59,Saturday
2569,102900005115823,35.959,9.325,Shanghaiqing,1011010101,Flower/Leaf Vegetables,4.98,Shanghaiqing,14.43,Saturday
2570,102900005115908,15.366,8.5,Caixin,1011010101,Flower/Leaf Vegetables,5.76,Caixin,13.7,Saturday
2571,102900005115946,3.885,8.0,Muercai,1011010101,Flower/Leaf Vegetables,4.26,Muercai,7.61,Saturday
2572,102900005115960,13.801,4.6,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.6,Chinese Cabbage,22.27,Saturday
2573,102900005115984,15.87,9.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.76,Yunnan Lettuces,12.81,Saturday
2574,102900005116226,3.532,12.0,Green Hot Peppers,1011010504,Capsicum,5.94,Green Hot Peppers,6.72,Saturday
2565,102900005115762,10.926,3.6000000000000005,Amaranth,1011010101,Flower/Leaf Vegetables,2.42,Amaranth,18.52,Saturday
2576,102900005116257,11.052,12.0,Eggplant (2),1011010501,Solanum,10.89,Eggplant (2),6.07,Saturday
2577,102900005116509,14.311,-8.0,Green Eggplant (1),1011010501,Solanum,5.27,Green Eggplant (1),5.01,Saturday
2578,102900005116530,14.957,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.69,Xixia Mushroom (1),13.82,Saturday
2579,102900005116547,12.857,10.0,Needle Mushroom (1),1011010801,Edible Mushroom,5.56,Needle Mushroom (1),3.43,Saturday
2580,102900005116714,29.959,12.0,Broccoli,1011010201,Cabbage,7.08,Broccoli,9.26,Saturday
2581,102900005116790,8.497,7.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.08,Yellow Xincai (1),10.64,Saturday
2582,102900005116899,40.809,7.6,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,5.23,Net Lotus Root (1),5.54,Saturday
2583,102900005116912,1.834,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,10.44,Jigu Mushroom (1),8.99,Saturday
2584,102900005116943,2.09,12.0,Red Hang Pepper,1011010504,Capsicum,6.98,Red Hang Pepper,9.99,Saturday
2575,102900005116233,5.438,9.0,Red Pepper (1),1011010504,Capsicum,4.75,Red Pepper (1),11.76,Saturday
2638,102900011001806,3.0,5.900000000000001,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.87,Jigu Mushroom (Bunch),12.42,Sunday
2637,102900011001219,0.329,14.0,The Red Bell Pepper (1),1011010504,Capsicum,7.45,The Red Bell Pepper (1),8.93,Sunday
2636,102900011000328,18.454,10.0,Luosi Pepper,1011010504,Capsicum,7.4,Luosi Pepper,10.18,Sunday
2632,102900005119968,1.463,10.0,Green Hangzhou Pepper (2),1011010504,Capsicum,4.15,Green Hangzhou Pepper (2),9.0,Sunday
2634,102900005125808,3.654,-12.0,Millet Pepper,1011010504,Capsicum,7.02,Millet Pepper,5.86,Sunday
2633,102900005119975,14.451,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.4,Hongshujian,8.42,Sunday
2639,102900011001813,15.0,3.9,Needle Mushroom (Bag) (1),1011010801,Edible Mushroom,2.73,Needle Mushroom (Bag) (1),8.85,Sunday
2635,102900005125815,12.567,12.0,Apricot Bao Mushroom (1),1010801,Edible Mushroom,7.05,Apricot Bao Mushroom (1),5.05,Sunday
2640,102900011008164,8.712,5.0,Naibaicai,1011010101,Flower/Leaf Vegetables,2.6,Naibaicai,15.68,Sunday
2645,102900011013274,2.0,7.9,The White Mushroom (Bag),1011010801,Edible Mushroom,4.13,The White Mushroom (Bag),6.57,Sunday
2642,102900011009246,0.5720000000000001,14.0,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.59,Fresh Black Fungus (1),7.63,Sunday
2643,102900011009970,23.053,10.0,Qinggengsanhua,1011010201,Cabbage,4.79,Qinggengsanhua,17.06,Sunday
2644,102900011011546,4.0,4.9,Haixian Mushroom (Bag) (1),1011010801,Edible Mushroom,2.44,Haixian Mushroom (Bag) (1),5.96,Sunday
2646,102900011016909,2.226,14.0,Hua Eggplant,1011010501,Solanum,10.17,Hua Eggplant,6.98,Sunday
2647,102900051000463,7.33,8.0,Round Eggplant (2),1011010501,Solanum,,Round Eggplant (2),6.71,Sunday
2648,102900051004294,4.084,8.6,Green Line Pepper,1011010504,Capsicum,5.26,Green Line Pepper,7.8,Sunday
2649,102900051010455,33.701,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.54,Huangbaicai (2),15.61,Sunday
2650,106956146480197,6.0,4.9,The White Mushroom (2),1011010801,Edible Mushroom,2.54,The White Mushroom (2),7.3,Sunday
2631,102900005119944,3.656,18.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.45,Haixian Mushroom (1),9.89,Sunday
2641,102900011008522,29.922,8.0,Sweet Chinese Cabbage,1010101,Flower/Leaf Vegetables,4.4,Sweet Chinese Cabbage,9.43,Sunday
2630,102900005118831,12.0,6.900000000000001,Wawacai,1011010101,Flower/Leaf Vegetables,4.06,Wawacai,2.48,Sunday
2628,102900005117056,87.795,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,5.17,Paopaojiao (Jingpin),7.08,Sunday
2613,102900005115908,25.23,-8.859649122807017,Caixin,1011010101,Flower/Leaf Vegetables,5.75,Caixin,13.7,Sunday
2629,102900005118824,0.834,-12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,,High Melon (1),29.25,Sunday
2608,102900005115762,7.1,4.6,Amaranth,1011010101,Flower/Leaf Vegetables,1.82,Amaranth,18.52,Sunday
2609,102900005115779,56.537,9.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.09,Yunnan Shengcai,15.25,Sunday
2610,102900005115786,5.787,-6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.27,Zhuyecai,13.62,Sunday
2611,102900005115793,7.42,19.8,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.5,Chinese Cabbage,7.59,Sunday
2612,102900005115823,20.795,9.6,Shanghaiqing,1010101,Flower/Leaf Vegetables,5.31,Shanghaiqing,14.43,Sunday
2614,102900005115946,1.943,8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.37,Muercai,7.61,Sunday
2615,102900005115960,29.983,5.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.61,Chinese Cabbage,22.27,Sunday
2617,102900005116226,3.247,12.0,Green Hot Peppers,1011010504,Capsicum,6.05,Green Hot Peppers,6.72,Sunday
2616,102900005115984,17.964,10.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.79,Yunnan Lettuces,12.81,Sunday
2619,102900005116257,12.774,12.0,Eggplant (2),1011010501,Solanum,10.65,Eggplant (2),6.07,Sunday
2620,102900005116509,11.067,8.0,Green Eggplant (1),1011010501,Solanum,4.93,Green Eggplant (1),5.01,Sunday
2621,102900005116530,15.295,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Sunday
2622,102900005116547,14.713,10.0,Needle Mushroom (1),1010801,Edible Mushroom,5.54,Needle Mushroom (1),3.43,Sunday
2623,102900005116714,30.149,12.0,Broccoli,1011010201,Cabbage,7.49,Broccoli,9.26,Sunday
2624,102900005116790,4.248,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.08,Yellow Xincai (1),10.64,Sunday
2625,102900005116899,46.129,7.553846153846153,Net Lotus Root (1),1010402,Aquatic Tuberous Vegetables,5.2,Net Lotus Root (1),5.54,Sunday
2626,102900005116912,1.669,18.0,Jigu Mushroom (1),1011010801,Edible Mushroom,10.92,Jigu Mushroom (1),8.99,Sunday
2627,102900005116943,1.428,12.0,Red Hang Pepper,1011010504,Capsicum,6.99,Red Hang Pepper,9.99,Sunday
2618,102900005116233,6.046,9.0,Red Pepper (1),1011010504,Capsicum,4.91,Red Pepper (1),11.76,Sunday
2678,102900005123880,0.772,10.0,Bell Pepper (1),1011010504,Capsicum,4.43,Bell Pepper (1),16.33,Monday
2680,102900005125815,9.316,12.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,7.06,Apricot Bao Mushroom (1),5.05,Monday
2679,102900005125808,2.67,12.0,Millet Pepper,1010504,Capsicum,5.48,Millet Pepper,5.86,Monday
2677,102900005119975,10.582,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.4,Hongshujian,8.42,Monday
2671,102900005117056,36.67,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,5.2,Paopaojiao (Jingpin),7.08,Monday
2675,102900005119944,0.683,18.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.15,Haixian Mushroom (1),9.89,Monday
2674,102900005118831,7.0,6.9,Wawacai,1010101,Flower/Leaf Vegetables,4.06,Wawacai,2.48,Monday
2681,102900011000328,5.781000000000001,10.0,Luosi Pepper,1011010504,Capsicum,7.28,Luosi Pepper,10.18,Monday
2676,102900005119968,0.241,10.0,Green Hangzhou Pepper (2),1011010504,Capsicum,4.15,Green Hangzhou Pepper (2),9.0,Monday
2682,102900011001806,2.0,5.9,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.54,Jigu Mushroom (Bunch),12.42,Monday
2693,106956146480197,4.0,-4.9,The White Mushroom (2),1011010801,Edible Mushroom,2.45,The White Mushroom (2),7.3,Monday
2684,102900011008522,10.791,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.39,Sweet Chinese Cabbage,9.43,Monday
2685,102900011009246,0.494,14.0,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.57,Fresh Black Fungus (1),7.63,Monday
2686,102900011009970,10.865,10.0,Qinggengsanhua,1011010201,Cabbage,4.83,Qinggengsanhua,17.06,Monday
2687,102900011011546,2.0,4.9,Haixian Mushroom (Bag) (1),1011010801,Edible Mushroom,2.44,Haixian Mushroom (Bag) (1),5.96,Monday
2688,102900011013274,1.0,7.9,The White Mushroom (Bag),1011010801,Edible Mushroom,,The White Mushroom (Bag),6.57,Monday
2689,102900011016909,0.537,14.0,Hua Eggplant,1011010501,Solanum,10.17,Hua Eggplant,6.98,Monday
2690,102900051000463,4.611,8.0,Round Eggplant (2),1011010501,Solanum,4.74,Round Eggplant (2),6.71,Monday
2691,102900051004294,1.973,8.6,Green Line Pepper,1011010504,Capsicum,5.14,Green Line Pepper,7.8,Monday
2692,102900051010455,23.834,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.63,Huangbaicai (2),15.61,Monday
2683,102900011008164,8.955,5.0,Naibaicai,1010101,Flower/Leaf Vegetables,2.6,Naibaicai,15.68,Monday
2673,102900005118824,1.419,12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.11,High Melon (1),29.25,Monday
2665,102900005116547,13.047,10.0,Needle Mushroom (1),1011010801,Edible Mushroom,5.55,Needle Mushroom (1),3.43,Monday
2670,102900005116943,0.672,14.0,Red Hang Pepper,1011010504,Capsicum,7.07,Red Hang Pepper,9.99,Monday
2651,102900005115762,3.058,4.6,Amaranth,1011010101,Flower/Leaf Vegetables,2.41,Amaranth,18.52,Monday
2652,102900005115779,20.516,9.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.43,Yunnan Shengcai,15.25,Monday
2653,102900005115786,4.184,5.333333333333333,Zhuyecai,1010101,Flower/Leaf Vegetables,2.63,Zhuyecai,13.62,Monday
2654,102900005115793,5.228,19.8,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.32,Chinese Cabbage,7.59,Monday
2655,102900005115823,22.491,9.333333333333334,Shanghaiqing,1011010101,Flower/Leaf Vegetables,,Shanghaiqing,14.43,Monday
2656,102900005115908,9.189,-9.0,Caixin,1010101,Flower/Leaf Vegetables,5.76,Caixin,13.7,Monday
2672,102900005117209,0.156,16.0,7 Colour Pepper (1),1011010504,Capsicum,8.17,7 Colour Pepper (1),15.98,Monday
2658,102900005115960,4.277,-5.0,Chinese Cabbage,1010101,Flower/Leaf Vegetables,2.61,Chinese Cabbage,22.27,Monday
2659,102900005115984,9.294,10.0,Yunnan Lettuces,1010101,Flower/Leaf Vegetables,,Yunnan Lettuces,12.81,Monday
2657,102900005115946,2.018,-8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.23,Muercai,7.61,Monday
2661,102900005116233,5.4670000000000005,9.0,Red Pepper (1),1011010504,Capsicum,4.82,Red Pepper (1),11.76,Monday
2660,102900005116226,2.071,12.0,Green Hot Peppers,1010504,Capsicum,7.14,Green Hot Peppers,6.72,Monday
2668,102900005116899,37.507,7.498305084745763,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,5.2,Net Lotus Root (1),5.54,Monday
2667,102900005116790,6.804,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.08,Yellow Xincai (1),10.64,Monday
2666,102900005116714,15.392,12.0,Broccoli,1010201,Cabbage,7.4,Broccoli,9.26,Monday
2669,102900005116912,0.902,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,11.29,Jigu Mushroom (1),8.99,Monday
2664,102900005116530,8.362,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Monday
2663,102900005116509,6.166,8.0,Green Eggplant (1),1010501,Solanum,5.18,Green Eggplant (1),5.01,Monday
2662,102900005116257,6.051,12.0,Eggplant (2),1011010501,Solanum,9.32,Eggplant (2),6.07,Monday
2716,102900005118831,4.0,6.9,Wawacai,1011010101,Flower/Leaf Vegetables,4.06,Wawacai,2.48,Tuesday
2717,102900005119944,2.23,18.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.25,Haixian Mushroom (1),9.89,Tuesday
2718,102900005119968,0.2,10.0,Green Hangzhou Pepper (2),1011010504,Capsicum,4.15,Green Hangzhou Pepper (2),9.0,Tuesday
2719,102900005119975,10.0,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.17,Hongshujian,8.42,Tuesday
2720,102900005125808,1.511,12.0,Millet Pepper,1011010504,Capsicum,1.76,Millet Pepper,5.86,Tuesday
2721,102900005125815,9.193,12.0,Apricot Bao Mushroom (1),1010801,Edible Mushroom,7.05,Apricot Bao Mushroom (1),5.05,Tuesday
2722,102900011000328,4.41,-10.0,Luosi Pepper,1011010504,Capsicum,7.58,Luosi Pepper,10.18,Tuesday
2723,102900011001219,0.382,16.0,The Red Bell Pepper (1),1011010504,Capsicum,8.88,The Red Bell Pepper (1),8.93,Tuesday
2715,102900005117209,0.7370000000000001,19.8,7 Colour Pepper (1),1011010504,Capsicum,,7 Colour Pepper (1),15.98,Tuesday
2725,102900011006689,10.882,4.0,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,2.47,Dongmenkou Xiaobaicai,27.84,Tuesday
2726,102900011008164,5.562,5.0,Naibaicai,1011010101,Flower/Leaf Vegetables,2.6,Naibaicai,15.68,Tuesday
2727,102900011008522,31.128,7.515151515151516,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.9,Sweet Chinese Cabbage,9.43,Tuesday
2728,102900011009970,13.609,10.0,Qinggengsanhua,1011010201,Cabbage,5.16,Qinggengsanhua,17.06,Tuesday
2729,102900011016909,0.808,14.0,Hua Eggplant,1011010501,Solanum,10.17,Hua Eggplant,6.98,Tuesday
2730,102900051000463,5.339,8.0,Round Eggplant (2),1011010501,Solanum,4.59,Round Eggplant (2),6.71,Tuesday
2731,102900051004294,4.828,8.0,Green Line Pepper,1011010504,Capsicum,4.22,Green Line Pepper,7.8,Tuesday
2732,102900051010455,19.615,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.62,Huangbaicai (2),15.61,Tuesday
2724,102900011001813,3.0,3.9,Needle Mushroom (Bag) (1),1011010801,Edible Mushroom,2.74,Needle Mushroom (Bag) (1),8.85,Tuesday
2714,102900005117056,31.283,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,5.31,Paopaojiao (Jingpin),7.08,Tuesday
2733,106956146480197,1.0,4.9,The White Mushroom (2),1011010801,Edible Mushroom,2.45,The White Mushroom (2),7.3,Tuesday
2712,102900005116912,0.538,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,9.93,Jigu Mushroom (1),8.99,Tuesday
2694,102900005115762,3.145,4.6,Amaranth,1011010101,Flower/Leaf Vegetables,2.38,Amaranth,18.52,Tuesday
2695,102900005115779,13.052,9.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.85,Yunnan Shengcai,15.25,Tuesday
2696,102900005115786,0.8029999999999999,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.59,Zhuyecai,13.62,Tuesday
2697,102900005115793,5.318,19.8,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.2,Chinese Cabbage,7.59,Tuesday
2698,102900005115823,17.161,9.219047619047618,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.31,Shanghaiqing,14.43,Tuesday
2699,102900005115908,6.604,9.0,Caixin,1011010101,Flower/Leaf Vegetables,5.91,Caixin,13.7,Tuesday
2700,102900005115946,4.312,-8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.26,Muercai,7.61,Tuesday
2701,102900005115960,13.032,5.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.61,Chinese Cabbage,22.27,Tuesday
2702,102900005115984,8.238,10.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.49,Yunnan Lettuces,12.81,Tuesday
2713,102900005116943,0.215,-14.0,Red Hang Pepper,1011010504,Capsicum,7.07,Red Hang Pepper,9.99,Tuesday
2704,102900005116233,4.155,-9.0,Red Pepper (1),1011010504,Capsicum,4.15,Red Pepper (1),11.76,Tuesday
2705,102900005116257,7.321,12.0,Eggplant (2),1011010501,Solanum,9.22,Eggplant (2),6.07,Tuesday
2706,102900005116509,7.155,8.0,Green Eggplant (1),1011010501,Solanum,5.22,Green Eggplant (1),5.01,Tuesday
2707,102900005116530,10.857,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.55,Xixia Mushroom (1),13.82,Tuesday
2708,102900005116547,5.571,10.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.94,Needle Mushroom (1),3.43,Tuesday
2709,102900005116714,19.63,12.0,Broccoli,1011010201,Cabbage,7.6,Broccoli,9.26,Tuesday
2710,102900005116790,5.477,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.07,Yellow Xincai (1),10.64,Tuesday
2711,102900005116899,19.127,8.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,5.2,Net Lotus Root (1),5.54,Tuesday
2703,102900005116226,2.538,12.0,Green Hot Peppers,1011010504,Capsicum,,Green Hot Peppers,6.72,Tuesday
2762,102900005125815,6.863,12.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,7.07,Apricot Bao Mushroom (1),5.05,Wednesday
2761,102900005125808,1.729,12.0,Millet Pepper,1011010504,Capsicum,3.22,Millet Pepper,5.86,Wednesday
2760,102900005123880,0.526,12.0,Bell Pepper (1),1011010504,Capsicum,4.11,Bell Pepper (1),16.33,Wednesday
2756,102900005118831,2.0,6.9,Wawacai,1011010101,Flower/Leaf Vegetables,4.05,Wawacai,2.48,Wednesday
2758,102900005119968,0.27,10.0,Green Hangzhou Pepper (2),1011010504,Capsicum,4.15,Green Hangzhou Pepper (2),9.0,Wednesday
2757,102900005119944,1.04,18.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.37,Haixian Mushroom (1),9.89,Wednesday
2763,102900011000328,3.4770000000000003,10.0,Luosi Pepper,1011010504,Capsicum,7.38,Luosi Pepper,10.18,Wednesday
2759,102900005119975,9.122,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.4,Hongshujian,8.42,Wednesday
2764,102900011001219,0.482,16.0,The Red Bell Pepper (1),1011010504,Capsicum,9.67,The Red Bell Pepper (1),8.93,Wednesday
2768,102900011009246,0.508,14.0,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.58,Fresh Black Fungus (1),7.63,Wednesday
2766,102900011008164,7.791,5.0,Naibaicai,1010101,Flower/Leaf Vegetables,,Naibaicai,15.68,Wednesday
2767,102900011008522,14.977,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,5.0,Sweet Chinese Cabbage,9.43,Wednesday
2769,102900011009970,14.56,10.0,Qinggengsanhua,1011010201,Cabbage,5.49,Qinggengsanhua,17.06,Wednesday
2770,102900011011546,3.0,4.9,Haixian Mushroom (Bag) (1),1011010801,Edible Mushroom,2.42,Haixian Mushroom (Bag) (1),5.96,Wednesday
2771,102900011016909,1.581,14.0,Hua Eggplant,1011010501,Solanum,10.17,Hua Eggplant,6.98,Wednesday
2772,102900051000463,3.01,6.0,Round Eggplant (2),1010501,Solanum,4.59,Round Eggplant (2),6.71,Wednesday
2773,102900051010455,13.027,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.62,Huangbaicai (2),15.61,Wednesday
2755,102900005118824,0.858,14.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.37,High Melon (1),29.25,Wednesday
2765,102900011001806,5.0,5.9,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.6,Jigu Mushroom (Bunch),12.42,Wednesday
2754,102900005117056,25.944,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,5.47,Paopaojiao (Jingpin),7.08,Wednesday
2774,106956146480197,2.0,4.9,The White Mushroom (2),1011010801,Edible Mushroom,2.46,The White Mushroom (2),7.3,Wednesday
2752,102900005116912,1.434,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,9.72,Jigu Mushroom (1),8.99,Wednesday
2734,102900005115762,6.442,4.6,Amaranth,1011010101,Flower/Leaf Vegetables,2.39,Amaranth,18.52,Wednesday
2735,102900005115779,22.562,9.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.84,Yunnan Shengcai,15.25,Wednesday
2736,102900005115786,6.1370000000000005,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.59,Zhuyecai,13.62,Wednesday
2737,102900005115793,2.955,19.8,Chinese Cabbage,1010101,Flower/Leaf Vegetables,11.51,Chinese Cabbage,7.59,Wednesday
2738,102900005115823,16.726,-7.909090909090909,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.31,Shanghaiqing,14.43,Wednesday
2739,102900005115908,3.919,10.0,Caixin,1011010101,Flower/Leaf Vegetables,,Caixin,13.7,Wednesday
2740,102900005115946,4.51,8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.25,Muercai,7.61,Wednesday
2741,102900005115960,8.394,5.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.61,Chinese Cabbage,22.27,Wednesday
2742,102900005115984,6.376,10.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.43,Yunnan Lettuces,12.81,Wednesday
2753,102900005116943,0.73,-14.0,Red Hang Pepper,1011010504,Capsicum,7.07,Red Hang Pepper,9.99,Wednesday
2744,102900005116233,3.464,9.0,Red Pepper (1),1011010504,Capsicum,4.85,Red Pepper (1),11.76,Wednesday
2745,102900005116257,2.622,12.0,Eggplant (2),1011010501,Solanum,9.32,Eggplant (2),6.07,Wednesday
2746,102900005116509,4.828,7.0,Green Eggplant (1),1011010501,Solanum,5.22,Green Eggplant (1),5.01,Wednesday
2747,102900005116530,9.715,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.58,Xixia Mushroom (1),13.82,Wednesday
2748,102900005116547,3.89,10.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.0,Needle Mushroom (1),3.43,Wednesday
2749,102900005116714,18.17,12.0,Broccoli,1010201,Cabbage,7.65,Broccoli,9.26,Wednesday
2750,102900005116790,6.554,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.07,Yellow Xincai (1),10.64,Wednesday
2751,102900005116899,11.303,8.0,Net Lotus Root (1),1010402,Aquatic Tuberous Vegetables,5.6,Net Lotus Root (1),5.54,Wednesday
2743,102900005116226,3.173,12.0,Green Hot Peppers,1011010504,Capsicum,6.51,Green Hot Peppers,6.72,Wednesday
2803,102900011001219,1.439,16.0,The Red Bell Pepper (1),1011010504,Capsicum,10.47,The Red Bell Pepper (1),8.93,Thursday
2802,102900011000328,4.828,-10.0,Luosi Pepper,1011010504,Capsicum,7.4,Luosi Pepper,10.18,Thursday
2801,102900005125815,9.424,12.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,7.31,Apricot Bao Mushroom (1),5.05,Thursday
2797,102900005119968,0.15,10.0,Green Hangzhou Pepper (2),1010504,Capsicum,4.13,Green Hangzhou Pepper (2),9.0,Thursday
