ID,Item Code,Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
35575,102900011032343,12.8,7 Colour Pepper (2),1010504,Capsicum,9.78,7 Colour Pepper (2),9.43,Monday
35574,102900011032251,5.9,Luosi Pepper (Bag),1011010504,Capsicum,2.64,Luosi Pepper (Bag),9.43,Monday
35579,102900011033906,5.6,Powcan Mountain Chinese Cabbage ,1010101,Flower/Leaf Vegetables,2.03,Powcan Mountain Chinese Cabbage ,9.43,Monday
35576,102900011032367,14.300000000000002,Red Bell Pepper (2),1011010504,Capsicum,6.06,Red Bell Pepper (2),9.43,Monday
35580,102900011033920,6.9363636363636365,Huangxincai (2),1011010101,Flower/Leaf Vegetables,4.85,Huangxincai (2),9.43,Monday
35585,102900011034439,3.9,Green And Red Hang Pepper Mix (Bag),1010504,Capsicum,2.1,Green And Red Hang Pepper Mix (Bag),9.43,Monday
35582,102900011034026,7.770886075949367,Zhijiang Qinggengsanhua,1011010201,Cabbage,4.94,Zhijiang Qinggengsanhua,9.43,Monday
35583,102900011034224,-2.9,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,0.59,Xiaoqingcai (Bag),9.43,Monday
35584,102900011034231,2.9,Cabbage Stem (Bag),1011010101,Flower/Leaf Vegetables,0.64,Cabbage Stem (Bag),9.43,Monday
35586,102900011035078,19.8,Red Pepper (2),1011010504,Capsicum,9.36,Red Pepper (2),9.43,Monday
35587,102900011035511,7.6,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,4.45,Net Lotus Root (3),9.43,Monday
35588,102900051010455,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.26,Huangbaicai (2),15.61,Monday
35589,106949711300259,3.709523809523809,Needle Mushroom (Box),1011010801,Edible Mushroom,2.36,Needle Mushroom (Box),0.45,Monday
35572,102900011032213,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.59,Red Hang Pepper (Bag),9.43,Monday
35581,102900011033937,19.0,Needle Mushroom (2),1010801,Edible Mushroom,7.08,Needle Mushroom (2),9.43,Monday
35571,102900011032022,3.96,Xiaozhoupi (Bag),1011010504,Capsicum,1.96,Xiaozhoupi (Bag),9.43,Monday
35570,102900011031995,3.9,Jigu (Bag),1011010801,Edible Mushroom,2.06,Jigu (Bag),9.43,Monday
35555,102900005116714,12.0,Broccoli,1011010201,Cabbage,7.66,Broccoli,9.26,Monday
35569,102900011031582,3.9,Green Hot Peppers (Bag),1010504,Capsicum,1.63,Green Hot Peppers (Bag),9.43,Monday
35550,102900005115625,4.8,Local Xiaomao Cabbage,1011010101,Flower/Leaf Vegetables,3.0,Local Xiaomao Cabbage,0.18,Monday
35551,102900005115786,4.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.48,Zhuyecai,13.62,Monday
35552,102900005115878,5.0,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.48,Garden Chrysanthemum,6.27,Monday
35553,102900005115946,5.2,Muercai,1011010101,Flower/Leaf Vegetables,2.9,Muercai,7.61,Monday
35554,102900005116530,-18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Monday
35556,102900005116899,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.48,Net Lotus Root (1),5.54,Monday
35557,102900005119975,4.0,Hongshujian,1010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Monday
35559,102900011016701,12.0,Wuhu Green Pepper (1),1011010504,Capsicum,7.22,Wuhu Green Pepper (1),5.7,Monday
35558,102900011008522,9.2,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.86,Sweet Chinese Cabbage,9.43,Monday
35561,102900011022849,4.8,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,2.9,The Local Yellow Youcai,6.73,Monday
35562,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.27,Yunnan Lettuce (Bag),9.43,Monday
35563,102900011030097,3.4451612903225803,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,1.36,Yunnan Leaf Lettuce (Bag),9.43,Monday
35564,102900011030110,4.5,Spinach (Bag),1010101,Flower/Leaf Vegetables,1.98,Spinach (Bag),9.43,Monday
35565,102900011030134,2.728571428571428,Caixin (Bag),1011010101,Flower/Leaf Vegetables,0.7,Caixin (Bag),9.43,Monday
35566,102900011030141,3.3866666666666663,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.2,Shanghai Green (Bag),9.43,Monday
35567,102900011030929,1.9,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.54,Fresh Edible Fungus (Bag),9.43,Monday
35568,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.23,Millet Pepper (Bag),9.43,Monday
35560,102900011021842,9.9925,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.5,Honghu Lotus Root Powder (Fenou),11.81,Monday
35617,102900011032367,19.8,Red Bell Pepper (2),1011010504,Capsicum,10.5,Red Bell Pepper (2),9.43,Tuesday
35619,102900011032732,28.026666666666667,High Melon (2),1011010402,Aquatic Tuberous Vegetables,10.39,High Melon (2),9.43,Tuesday
35618,102900011032619,19.8,Xixia Xianggu Mushroom (2),1011010801,Edible Mushroom,11.94,Xixia Xianggu Mushroom (2),9.43,Tuesday
35616,102900011032251,5.9,Luosi Pepper (Bag),1011010504,Capsicum,2.9,Luosi Pepper (Bag),9.43,Tuesday
35612,102900011031995,3.9,Jigu (Bag),1010801,Edible Mushroom,2.15,Jigu (Bag),9.43,Tuesday
35632,106949711300259,3.9,Needle Mushroom (Box),1011010801,Edible Mushroom,2.31,Needle Mushroom (Box),0.45,Tuesday
35613,102900011032022,4.5,Xiaozhoupi (Bag),1011010504,Capsicum,,Xiaozhoupi (Bag),9.43,Tuesday
35620,102900011032848,3.2,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Tuesday
35615,102900011032244,-5.8,Red Hot Peppers (Bag),1011010504,Capsicum,3.24,Red Hot Peppers (Bag),9.43,Tuesday
35621,102900011033906,5.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,1.97,Powcan Mountain Chinese Cabbage ,9.43,Tuesday
35631,102900051010455,-6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.26,Huangbaicai (2),15.61,Tuesday
35623,102900011033937,19.0,Needle Mushroom (2),1011010801,Edible Mushroom,6.58,Needle Mushroom (2),9.43,Tuesday
35624,102900011033944,-13.909090909090908,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,8.0,Apricot Bao Mushroom (2),9.43,Tuesday
35625,102900011034026,8.414634146341463,Zhijiang Qinggengsanhua,1011010201,Cabbage,4.4,Zhijiang Qinggengsanhua,9.43,Tuesday
35626,102900011034224,2.9,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,0.66,Xiaoqingcai (Bag),9.43,Tuesday
35627,102900011034231,2.9,Cabbage Stem (Bag),1011010101,Flower/Leaf Vegetables,0.62,Cabbage Stem (Bag),9.43,Tuesday
35628,102900011034439,3.9,Green And Red Hang Pepper Mix (Bag),1010504,Capsicum,2.1,Green And Red Hang Pepper Mix (Bag),9.43,Tuesday
35629,102900011035078,19.8,Red Pepper (2),1011010504,Capsicum,9.36,Red Pepper (2),9.43,Tuesday
35630,102900011035511,7.378571428571428,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,4.58,Net Lotus Root (3),9.43,Tuesday
35622,102900011033920,7.199999999999999,Huangxincai (2),1011010101,Flower/Leaf Vegetables,4.76,Huangxincai (2),9.43,Tuesday
35611,102900011031582,3.9,Green Hot Peppers (Bag),1011010504,Capsicum,1.07,Green Hot Peppers (Bag),9.43,Tuesday
35614,102900011032213,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.57,Red Hang Pepper (Bag),9.43,Tuesday
35609,102900011030912,7.8,Haixian Mushroom (Bag),1011010801,Edible Mushroom,3.1,Haixian Mushroom (Bag),9.43,Tuesday
35590,102900005115625,4.8,Local Xiaomao Cabbage,1011010101,Flower/Leaf Vegetables,3.0,Local Xiaomao Cabbage,0.18,Tuesday
35591,102900005115786,4.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.46,Zhuyecai,13.62,Tuesday
35592,102900005115793,19.8,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.11,Chinese Cabbage,7.59,Tuesday
35593,102900005115878,5.0,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.65,Garden Chrysanthemum,6.27,Tuesday
35594,102900005115946,5.2,Muercai,1011010101,Flower/Leaf Vegetables,2.88,Muercai,7.61,Tuesday
35595,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Tuesday
35596,102900005116714,12.0,Broccoli,1011010201,Cabbage,7.15,Broccoli,9.26,Tuesday
35597,102900005116899,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.49,Net Lotus Root (1),5.54,Tuesday
35598,102900005118831,5.78,Wawacai,1011010101,Flower/Leaf Vegetables,2.68,Wawacai,2.48,Tuesday
35610,102900011030929,2.1,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.55,Fresh Edible Fungus (Bag),9.43,Tuesday
35600,102900011008522,9.2,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,0.11,Sweet Chinese Cabbage,9.43,Tuesday
35601,102900011016701,12.0,Wuhu Green Pepper (1),1011010504,Capsicum,7.04,Wuhu Green Pepper (1),5.7,Tuesday
35602,102900011021842,9.805714285714288,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.38,Honghu Lotus Root Powder (Fenou),11.81,Tuesday
35603,102900011022849,4.8,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,2.82,The Local Yellow Youcai,6.73,Tuesday
35604,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.28,Yunnan Lettuce (Bag),9.43,Tuesday
35605,102900011030097,3.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,1.52,Yunnan Leaf Lettuce (Bag),9.43,Tuesday
35606,102900011030110,4.451111111111112,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.09,Spinach (Bag),9.43,Tuesday
35607,102900011030134,2.9,Caixin (Bag),1011010101,Flower/Leaf Vegetables,0.72,Caixin (Bag),9.43,Tuesday
35608,102900011030141,-3.5,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.12,Shanghai Green (Bag),9.43,Tuesday
35599,102900005119975,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Tuesday
35663,102900011032619,-19.74782608695652,Xixia Xianggu Mushroom (2),1011010801,Edible Mushroom,12.93,Xixia Xianggu Mushroom (2),9.43,Wednesday
35662,102900011032367,19.8,Red Bell Pepper (2),1010504,Capsicum,10.54,Red Bell Pepper (2),9.43,Wednesday
35661,102900011032251,5.9,Luosi Pepper (Bag),1011010504,Capsicum,2.5,Luosi Pepper (Bag),9.43,Wednesday
35657,102900011031995,3.9,Jigu (Bag),1011010801,Edible Mushroom,1.88,Jigu (Bag),9.43,Wednesday
35659,102900011032213,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.55,Red Hang Pepper (Bag),9.43,Wednesday
35658,102900011032022,4.5,Xiaozhoupi (Bag),1011010504,Capsicum,1.81,Xiaozhoupi (Bag),9.43,Wednesday
35664,102900011032848,3.9,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Wednesday
35660,102900011032244,5.8,Red Hot Peppers (Bag),1011010504,Capsicum,3.64,Red Hot Peppers (Bag),9.43,Wednesday
35665,102900011033906,5.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,2.02,Powcan Mountain Chinese Cabbage ,9.43,Wednesday
35670,102900011034224,-2.9,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,0.63,Xiaoqingcai (Bag),9.43,Wednesday
35667,102900011033937,19.0,Needle Mushroom (2),1011010801,Edible Mushroom,6.57,Needle Mushroom (2),9.43,Wednesday
35668,102900011033944,15.0,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,8.13,Apricot Bao Mushroom (2),9.43,Wednesday
35669,102900011034026,-4.6,Zhijiang Qinggengsanhua,1011010201,Cabbage,5.2,Zhijiang Qinggengsanhua,9.43,Wednesday
35671,102900011034231,2.9,Cabbage Stem (Bag),1011010101,Flower/Leaf Vegetables,0.69,Cabbage Stem (Bag),9.43,Wednesday
35672,102900011034439,3.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.1,Green And Red Hang Pepper Mix (Bag),9.43,Wednesday
35673,102900011035078,-19.8,Red Pepper (2),1011010504,Capsicum,9.7,Red Pepper (2),9.43,Wednesday
35674,102900011035511,7.6,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (3),9.43,Wednesday
35675,102900051010455,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.26,Huangbaicai (2),15.61,Wednesday
35656,102900011031582,3.9,Green Hot Peppers (Bag),1011010504,Capsicum,1.25,Green Hot Peppers (Bag),9.43,Wednesday
35666,102900011033920,-7.2,Huangxincai (2),1011010101,Flower/Leaf Vegetables,4.76,Huangxincai (2),9.43,Wednesday
35676,106949711300259,3.9,Needle Mushroom (Box),1011010801,Edible Mushroom,2.21,Needle Mushroom (Box),0.45,Wednesday
35655,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.43,Millet Pepper (Bag),9.43,Wednesday
35653,102900011030912,7.8,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.99,Haixian Mushroom (Bag),9.43,Wednesday
35654,102900011030929,1.5,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,,Fresh Edible Fungus (Bag),9.43,Wednesday
35633,102900005115625,4.8,Local Xiaomao Cabbage,1011010101,Flower/Leaf Vegetables,3.97,Local Xiaomao Cabbage,0.18,Wednesday
35634,102900005115786,4.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.45,Zhuyecai,13.62,Wednesday
35635,102900005115878,5.0,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.5,Garden Chrysanthemum,6.27,Wednesday
35636,102900005115946,5.2,Muercai,1011010101,Flower/Leaf Vegetables,2.87,Muercai,7.61,Wednesday
35637,102900005116714,12.0,Broccoli,1010201,Cabbage,7.18,Broccoli,9.26,Wednesday
35639,102900005118831,5.900000000000001,Wawacai,1011010101,Flower/Leaf Vegetables,2.85,Wawacai,2.48,Wednesday
35640,102900005119975,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Wednesday
35641,102900011000328,12.0,Luosi Pepper,1011010504,Capsicum,0.07,Luosi Pepper,10.18,Wednesday
35642,102900011006948,10.0,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,5.07,Foreign Garland Chrysanthemum ,26.16,Wednesday
35638,102900005116899,6.954545454545454,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.51,Net Lotus Root (1),5.54,Wednesday
35644,102900011016701,12.0,Wuhu Green Pepper (1),1011010504,Capsicum,6.19,Wuhu Green Pepper (1),5.7,Wednesday
35643,102900011008522,9.2,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.86,Sweet Chinese Cabbage,9.43,Wednesday
35651,102900011030141,3.5,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.11,Shanghai Green (Bag),9.43,Wednesday
35650,102900011030134,2.9,Caixin (Bag),1011010101,Flower/Leaf Vegetables,0.92,Caixin (Bag),9.43,Wednesday
35649,102900011030110,-4.5,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.01,Spinach (Bag),9.43,Wednesday
35652,102900011030905,4.9,Yuxingcao (Bag),1011010101,Flower/Leaf Vegetables,1.4,Yuxingcao (Bag),9.43,Wednesday
35647,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.29,Yunnan Lettuce (Bag),9.43,Wednesday
35646,102900011022849,4.8,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,2.83,The Local Yellow Youcai,6.73,Wednesday
35645,102900011021842,10.19375,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Wednesday
35648,102900011030097,3.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,1.59,Yunnan Leaf Lettuce (Bag),9.43,Wednesday
35710,102900011033906,5.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,1.89,Powcan Mountain Chinese Cabbage ,9.43,Thursday
35702,102900011032213,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.55,Red Hang Pepper (Bag),9.43,Thursday
35703,102900011032244,5.8,Red Hot Peppers (Bag),1011010504,Capsicum,3.41,Red Hot Peppers (Bag),9.43,Thursday
35704,102900011032251,-5.807692307692308,Luosi Pepper (Bag),1011010504,Capsicum,1.19,Luosi Pepper (Bag),9.43,Thursday
35705,102900011032343,25.8,7 Colour Pepper (2),1010504,Capsicum,12.09,7 Colour Pepper (2),9.43,Thursday
35706,102900011032367,19.8,Red Bell Pepper (2),1011010504,Capsicum,11.0,Red Bell Pepper (2),9.43,Thursday
35707,102900011032619,19.8,Xixia Xianggu Mushroom (2),1011010801,Edible Mushroom,13.11,Xixia Xianggu Mushroom (2),9.43,Thursday
35708,102900011032732,29.6,High Melon (2),1011010402,Aquatic Tuberous Vegetables,10.03,High Melon (2),9.43,Thursday
35709,102900011032848,3.9,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Thursday
35711,102900011033937,19.0,Needle Mushroom (2),1011010801,Edible Mushroom,6.63,Needle Mushroom (2),9.43,Thursday
35701,102900011032022,4.5,Xiaozhoupi (Bag),1011010504,Capsicum,1.61,Xiaozhoupi (Bag),9.43,Thursday
35713,102900011034026,9.2,Zhijiang Qinggengsanhua,1011010201,Cabbage,4.55,Zhijiang Qinggengsanhua,9.43,Thursday
35714,102900011034224,2.9,Xiaoqingcai (Bag),1010101,Flower/Leaf Vegetables,0.91,Xiaoqingcai (Bag),9.43,Thursday
35715,102900011034231,2.9,Cabbage Stem (Bag),1010101,Flower/Leaf Vegetables,0.71,Cabbage Stem (Bag),9.43,Thursday
35716,102900011034330,5.9,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.44,Agaricus Bisporus (Box),0.2,Thursday
35717,102900011034439,3.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.1,Green And Red Hang Pepper Mix (Bag),9.43,Thursday
35718,102900011035078,-19.8,Red Pepper (2),1011010504,Capsicum,,Red Pepper (2),9.43,Thursday
35719,102900011035511,7.6,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,4.59,Net Lotus Root (3),9.43,Thursday
35720,102900051010455,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.42,Huangbaicai (2),15.61,Thursday
35721,106949711300259,3.9,Needle Mushroom (Box),1011010801,Edible Mushroom,2.19,Needle Mushroom (Box),0.45,Thursday
35712,102900011033944,15.0,Apricot Bao Mushroom (2),1010801,Edible Mushroom,8.22,Apricot Bao Mushroom (2),9.43,Thursday
35699,102900011031582,-3.7666666666666666,Green Hot Peppers (Bag),1011010504,Capsicum,1.24,Green Hot Peppers (Bag),9.43,Thursday
35700,102900011031995,3.9,Jigu (Bag),1011010801,Edible Mushroom,2.14,Jigu (Bag),9.43,Thursday
35677,102900005115625,4.8,Local Xiaomao Cabbage,1011010101,Flower/Leaf Vegetables,4.0,Local Xiaomao Cabbage,0.18,Thursday
35698,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.51,Millet Pepper (Bag),9.43,Thursday
35678,102900005115786,4.8,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.83,Zhuyecai,13.62,Thursday
35679,102900005115878,-6.0,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.46,Garden Chrysanthemum,6.27,Thursday
35680,102900005115946,5.2,Muercai,1011010101,Flower/Leaf Vegetables,2.86,Muercai,7.61,Thursday
35681,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Thursday
35682,102900005116714,12.0,Broccoli,1011010201,Cabbage,,Broccoli,9.26,Thursday
35684,102900005118817,12.0,Spinach,1011010101,Flower/Leaf Vegetables,0.1,Spinach,18.51,Thursday
35685,102900005119104,3.5,The Crab Flavor Mushroom (1),1011010801,Edible Mushroom,2.5,The Crab Flavor Mushroom (1),9.24,Thursday
35686,102900005119975,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Thursday
35687,102900011013274,8.9,The White Mushroom (Bag),1011010801,Edible Mushroom,2.49,The White Mushroom (Bag),6.57,Thursday
35683,102900005116899,7.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.24,Net Lotus Root (1),5.54,Thursday
35689,102900011021842,10.21904761904762,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Thursday
35690,102900011022849,4.8,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,3.43,The Local Yellow Youcai,6.73,Thursday
35691,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.17,Yunnan Lettuce (Bag),9.43,Thursday
35692,102900011030097,-3.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,1.55,Yunnan Leaf Lettuce (Bag),9.43,Thursday
35693,102900011030110,4.5,Spinach (Bag),1011010101,Flower/Leaf Vegetables,2.44,Spinach (Bag),9.43,Thursday
35694,102900011030134,2.9,Caixin (Bag),1011010101,Flower/Leaf Vegetables,1.07,Caixin (Bag),9.43,Thursday
35695,102900011030141,3.5,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,,Shanghai Green (Bag),9.43,Thursday
35696,102900011030912,7.8,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.98,Haixian Mushroom (Bag),9.43,Thursday
35688,102900011016701,10.0,Wuhu Green Pepper (1),1011010504,Capsicum,5.56,Wuhu Green Pepper (1),5.7,Thursday
35697,102900011030929,-2.5,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.56,Fresh Edible Fungus (Bag),9.43,Thursday
35752,102900011033920,7.0984375,Huangxincai (2),1011010101,Flower/Leaf Vegetables,5.03,Huangxincai (2),9.43,Friday
35751,102900011033906,5.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,2.02,Powcan Mountain Chinese Cabbage ,9.43,Friday
35750,102900011032848,3.9,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Friday
35746,102900011032343,25.8,7 Colour Pepper (2),1011010504,Capsicum,12.4,7 Colour Pepper (2),9.43,Friday
35748,102900011032619,19.65892857142857,Xixia Xianggu Mushroom (2),1011010801,Edible Mushroom,13.47,Xixia Xianggu Mushroom (2),9.43,Friday
35747,102900011032367,19.8,Red Bell Pepper (2),1011010504,Capsicum,11.0,Red Bell Pepper (2),9.43,Friday
35753,102900011033937,19.0,Needle Mushroom (2),1011010801,Edible Mushroom,6.63,Needle Mushroom (2),9.43,Friday
35749,102900011032732,27.83,High Melon (2),1011010402,Aquatic Tuberous Vegetables,9.99,High Melon (2),9.43,Friday
35754,102900011033944,13.137931034482758,Apricot Bao Mushroom (2),1010801,Edible Mushroom,8.23,Apricot Bao Mushroom (2),9.43,Friday
35741,102900011031582,3.9,Green Hot Peppers (Bag),1011010504,Capsicum,1.47,Green Hot Peppers (Bag),9.43,Friday
35756,102900011034224,2.9,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,0.94,Xiaoqingcai (Bag),9.43,Friday
35757,102900011034231,2.9,Cabbage Stem (Bag),1010101,Flower/Leaf Vegetables,0.72,Cabbage Stem (Bag),9.43,Friday
35758,102900011034330,5.9,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.43,Agaricus Bisporus (Box),0.2,Friday
35759,102900011034439,3.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,2.1,Green And Red Hang Pepper Mix (Bag),9.43,Friday
35760,102900011035078,-19.8,Red Pepper (2),1011010504,Capsicum,14.98,Red Pepper (2),9.43,Friday
35761,102900011035511,7.6,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,4.59,Net Lotus Root (3),9.43,Friday
35762,102900051010455,6.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,3.2,Huangbaicai (2),15.61,Friday
35763,106949711300259,3.9,Needle Mushroom (Box),1010801,Edible Mushroom,2.19,Needle Mushroom (Box),0.45,Friday
35745,102900011032251,5.9,Luosi Pepper (Bag),1011010504,Capsicum,2.5,Luosi Pepper (Bag),9.43,Friday
35755,102900011034026,8.954945054945055,Zhijiang Qinggengsanhua,1011010201,Cabbage,5.24,Zhijiang Qinggengsanhua,9.43,Friday
35744,102900011032244,5.8,Red Hot Peppers (Bag),1011010504,Capsicum,3.69,Red Hot Peppers (Bag),9.43,Friday
35736,102900011030110,4.5,Spinach (Bag),1010101,Flower/Leaf Vegetables,3.14,Spinach (Bag),9.43,Friday
35742,102900011032022,4.5,Xiaozhoupi (Bag),1011010504,Capsicum,2.58,Xiaozhoupi (Bag),9.43,Friday
35722,102900005115786,4.8,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.39,Zhuyecai,13.62,Friday
35723,102900005115878,7.0,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.8,Garden Chrysanthemum,6.27,Friday
35724,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Friday
35725,102900005116714,10.0,Broccoli,1011010201,Cabbage,7.2,Broccoli,9.26,Friday
35726,102900005116899,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.5,Net Lotus Root (1),5.54,Friday
35727,102900005119104,3.5,The Crab Flavor Mushroom (1),1011010801,Edible Mushroom,2.5,The Crab Flavor Mushroom (1),9.24,Friday
35743,102900011032213,4.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.61,Red Hang Pepper (Bag),9.43,Friday
35729,102900011007044,2.9,Tremella (Flower),1011010801,Edible Mushroom,3.38,Tremella (Flower),9.14,Friday
35730,102900011013274,8.9,The White Mushroom (Bag),1011010801,Edible Mushroom,2.0,The White Mushroom (Bag),6.57,Friday
35731,102900011016701,9.2,Wuhu Green Pepper (1),1011010504,Capsicum,5.64,Wuhu Green Pepper (1),5.7,Friday
35728,102900005119975,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.0,Hongshujian,8.42,Friday
35733,102900011022849,4.8,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,3.42,The Local Yellow Youcai,6.73,Friday
35734,102900011030059,4.466355140186916,Yunnan Lettuce (Bag),1010101,Flower/Leaf Vegetables,2.42,Yunnan Lettuce (Bag),9.43,Friday
35735,102900011030097,3.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,1.91,Yunnan Leaf Lettuce (Bag),9.43,Friday
